R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
Luke Sanders,Felipe Colares,-127,107,78.74015748,107,05/01/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Featherweight,MALE,3,1,0,0,2.15,0.51,0.8,2,0.23,1,2,9,0,0,1,0,0,0,0,1,Orthodox,172.72,175.26,135,1,0,0,6.61,0.52,0.2,0.71,0.3,2,4,14,0,0,0,1,2,1,0,4,Southpaw,167.64,170.18,135,35,27,0,0,-1,-3,-2,-5,0,-2,-1,5.08,5.08,-8,-4.46,0.6,1.29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,210,360,575,375,350,750
Kamaru Usman,Jorge Masvidal,-320,260,31.25,260,4/24/2021,"Jacksonville, Florida, USA",USA,Red,TRUE,Welterweight,MALE,5,1,0,0,4.22,0.48,0.3,1.54,0.59,4,8,70,1,0,1,8,7,1,0,17,Orthodox,180.34,187.96,170,0,13,0,4.63,0.54,0.1,3.27,0.48,13,0,46,4,0,0,9,3,1,0,13,Switch,182.88,193.04,170,33,36,1,-13,-9,4,8,24,-3,4,0,-2.54,-5.08,3,-0.41,0.2,-1.73,0,1,4,0,,,,,,,,0,,,,,2,,,,,,,,4,,,,,,Red,KO/TKO,,,,,-120,1000,1100,2000,275,400
Zhang Weili,Rose Namajunas,-200,170,50,170,4/24/2021,"Jacksonville, Florida, USA",USA,Blue,TRUE,Women's Strawweight,FEMALE,5,0,1,0,4.13,0.4,0.8,1.89,0.53,3,3,28,4,0,1,2,1,3,0,7,Orthodox,165.1,165.1,115,0,5,0,6.36,0.45,0.5,1.24,0.23,5,0,13,2,0,1,2,1,1,0,5,Switch,162.56,160.02,115,31,28,0,-4,-2,2,3,15,2,0,2,2.54,5.08,-3,-2.23,0.3,0.65,0,1,1,0,,,0,,,,,,,,,,3,,,1,,,,,,,,,,4,Red,KO/TKO,,,,,,365,,700,,650
Valentina Shevchenko,Jessica Andrade,-450,360,22.22222222,360,4/24/2021,"Jacksonville, Florida, USA",USA,Red,TRUE,Women's Flyweight,FEMALE,5,0,1,0,6.15,0.5,0.4,2.97,0.55,4,6,40,3,0,1,5,4,2,0,12,Orthodox,154.94,157.48,115,0,6,0,3.02,0.51,0.4,2.64,0.63,6,2,40,6,0,1,4,2,2,0,9,Southpaw,165.1,167.64,125,33,29,0,-5,-2,3,4,0,-3,2,0,-10.16,-10.16,-4,3.13,0,0.33,0,1,1,0,0,,,,,,,,,,,,2,1,,,,,,,,,,,,5,Red,KO/TKO,,,,,155,900,525,1000,170,700
Uriah Hall,Chris Weidman,140,-160,140,62.5,4/24/2021,"Jacksonville, Florida, USA",USA,Red,FALSE,Middleweight,MALE,3,0,1,0,3.03,0.43,0.9,3.92,0.47,9,5,39,5,0,0,4,4,3,0,11,Orthodox,187.96,198.12,185,0,3,0,3.34,0.51,0.2,0.67,0.38,3,7,36,0,0,1,1,7,0,0,9,Orthodox,182.88,200.66,185,36,36,0,-2,6,2,-2,3,5,-3,3,5.08,-2.54,0,-0.31,0.7,3.25,0,1,11,9,,,,,,,9,,,,,,,,,,,,,11,,,,,,,Red,KO/TKO,,,,,400,190,2000,525,190,550
Anthony Smith,Jimmy Crute,210,-250,210,40,4/24/2021,"Jacksonville, Florida, USA",USA,Red,FALSE,Light Heavyweight,MALE,3,0,2,0,4.26,0.56,2.1,4.97,0.8,3,1,8,0,0,0,0,3,2,0,5,Orthodox,187.96,187.96,205,0,1,0,3,0.47,0.7,0.47,0.28,3,8,46,1,0,0,1,6,4,0,11,Orthodox,193.04,193.04,205,32,25,0,1,0,-6,-7,-38,-1,-3,-2,-5.08,-5.08,-7,1.26,1.4,4.5,0,1,,6,,,,,,6,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,,,,,400,250,700,700,650,165
Alex Oliveira,Randy Brown,105,-125,105,80,4/24/2021,"Jacksonville, Florida, USA",USA,Blue,FALSE,Welterweight,MALE,3,1,0,0,3.72,0.47,0.7,0.98,0.46,2,4,25,0,0,0,2,2,2,0,6,Orthodox,190.5,198.12,170,1,0,0,2.86,0.5,0.6,2.37,0.37,4,7,43,0,0,1,3,4,3,0,11,Orthodox,180.34,193.04,170,33,30,0,0,-2,-5,-3,-18,0,-2,-1,10.16,5.08,-3,0.86,0.1,-1.39,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,,,,,300,225,650,550,500,300
Dwight Grant,Stefan Sekulic,-175,155,57.14285714,155,4/24/2021,"Jacksonville, Florida, USA",USA,Red,FALSE,Welterweight,MALE,3,1,0,0,1.83,0.5,0.5,2,0.33,0,1,3,0,0,0,0,0,0,0,0,Southpaw,182.88,190.5,170,1,0,0,3.36,0.36,0,0.5,1,2,2,10,0,0,1,0,2,0,0,3,Switch,185.42,193.04,170,36,29,0,0,-2,-3,-1,-7,0,-2,0,-2.54,-2.54,-7,-1.53,0.5,1.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,,,,300,350,1800,650,110,800
Karl Roberson,Brendan Allen,115,-135,115,74.07407407,4/24/2021,"Jacksonville, Florida, USA",USA,Blue,FALSE,Middleweight,MALE,3,1,0,0,3.35,0.58,2.1,1.73,0.5,4,1,9,0,0,0,1,1,2,0,4,Orthodox,187.96,190.5,185,1,0,0,2.87,0.51,0.7,0.92,0.57,2,3,14,0,0,1,1,1,2,0,5,Southpaw,185.42,187.96,185,30,25,0,0,2,-1,-2,-5,0,0,0,2.54,2.54,-5,0.48,1.4,0.81,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,,,,,500,350,700,175,300,750
Pat Sabatini,Tristan Connelly,-240,200,41.66666667,200,4/24/2021,"Jacksonville, Florida, USA",USA,Red,FALSE,Featherweight,MALE,3,0,1,0,2.77,0.47,0.5,0.5,0.14,1,0,3,0,0,0,1,0,0,0,1,Orthodox,177.8,172.72,170,0,0,0,1.73,0.57,1,1,0.2,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,145,30,35,0,1,1,1,0,3,0,0,0,5.08,-5.08,5,1.04,-0.5,-0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,115,375,325,800,600,1100
Danaa Batgerel,Kevin Natividad,-230,190,43.47826087,190,4/24/2021,"Jacksonville, Florida, USA",USA,Red,FALSE,Bantamweight,MALE,3,1,0,0,2.63,0.24,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,145,0,1,0,5.78,0.39,0,0,0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,170.18,177.8,135,31,28,1,-1,-1,-1,0,-1,0,-1,0,-2.54,0,-3,-3.15,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,175,275,1000,1000,225,700
Kazula Vargas,Rong Zhu,175,-210,175,47.61904762,4/24/2021,"Jacksonville, Florida, USA",USA,Red,FALSE,Lightweight,MALE,3,0,0,0,2.8,0.4,0,3,0.75,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,155,2,0,0,3.85,0.53,0.4,0.44,0.25,0,2,4,0,0,0,0,0,0,0,0,Southpaw,172.72,180.34,155,35,21,-2,0,0,0,-2,-4,0,0,0,2.54,0,-14,-1.05,-0.4,2.56,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,450,,900,,550,
Aori Qileng,Jeff Molina,100,-120,100,83.33333333,4/24/2021,"Jacksonville, Florida, USA",USA,Blue,FALSE,Flyweight,MALE,3,0,1,0,8.83,0.47,0,0,0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,167.64,175.26,125,0,0,0,7.73,0.44,0,3,0.75,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,125,27,23,0,1,1,1,0,3,0,0,0,-2.54,0,-4,1.1,0,-3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,,175,,500,,850
Na Liang,Ariane Carnelossi,178,-215,178,46.51162791,4/24/2021,"Jacksonville, Florida, USA",USA,Blue,FALSE,Women's Strawweight,FEMALE,3,1,0,0,5.22,0.44,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,157.48,154.94,115,0,0,0,2.94,0.7,2.3,6.96,0.75,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,170.18,115,24,28,1,0,0,0,1,3,0,0,0,-7.62,-15.24,4,2.28,-2.3,-6.96,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,475,375,450,475,700,150
Robert Whittaker,Kelvin Gastelum,-245,205,40.81632653,205,4/17/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,5,0,1,0,3.52,0.42,0.1,1.16,0.37,5,6,47,1,0,3,3,3,2,0,11,Southpaw,175.26,180.34,185,0,2,0,4.68,0.41,0,0.64,0.34,9,3,45,2,0,1,7,5,0,0,13,Orthodox,182.88,185.42,185,30,29,0,-1,-4,-2,3,2,-1,-2,2,-7.62,-5.08,-1,-1.16,0.1,0.52,1,1,8,1,,,,,,,1,,,,,,13,,,,,,,8,,,,,,,Red,U-DEC,,,,,125,550,1200,1400,225,400
Andrei Arlovski,Chase Sherman,110,-130,110,76.92307692,4/17/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Heavyweight,MALE,3,0,1,0,6,0.45,0,0,0,2,5,19,0,0,0,1,2,0,0,3,Orthodox,193.04,198.12,250,1,0,0,3.62,0.44,0.2,0.45,0.36,6,18,85,5,0,1,7,11,2,0,21,Orthodox,190.5,195.58,240,42,31,-1,1,-4,-18,-13,-66,-5,-9,-2,2.54,2.54,-11,2.38,-0.2,-0.45,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,170,300,1000,1600,475,240
Abdul Razak Alhassan,Jacob Malkoun,-300,250,33.33333333,250,4/17/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Middleweight,MALE,3,1,0,0,1.76,0.47,2,7.84,0.33,0,1,1,0,0,0,0,0,0,0,0,Orthodox,175.26,185.42,185,2,0,0,3.71,0.47,0,0.53,0.28,3,3,11,0,0,0,0,4,0,0,4,Orthodox,177.8,185.42,170,35,25,-1,0,-3,-4,-2,-10,0,-4,0,-2.54,0,-10,-1.95,2,7.31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,500,500,2200,1200,-175,550
Tracy Cortez,Justine Kish,-325,265,30.76923077,265,4/17/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Flyweight,FEMALE,3,1,0,0,4.51,0.48,0.1,0.87,0.33,2,3,18,0,0,0,3,0,0,0,3,Orthodox,165.1,162.56,125,0,3,0,3.85,0.55,0.2,3,0.46,3,0,9,0,0,0,3,0,0,0,3,Orthodox,165.1,165.1,135,27,33,1,-3,-1,0,3,9,0,0,0,0,-2.54,6,0.66,-0.1,-2.13,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,,,,-160,350,550,1400,750,1200
Luis Pena,Alexander Munoz,-155,135,64.51612903,135,4/17/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Lightweight,MALE,3,1,0,0,3.96,0.43,0,3,0.39,1,1,6,0,0,0,1,0,0,0,1,Switch,175.26,182.88,155,1,0,0,3.66,0.46,1.2,1.17,0.33,2,3,19,0,0,0,2,1,1,0,4,Southpaw,190.5,190.5,155,27,31,0,0,-1,-3,-2,-13,0,-1,-1,-15.24,-7.62,4,0.3,-1.2,1.83,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,,,,150,250,450,700,800,650
Alexandr Romanov,Juan Espino,-160,140,62.5,140,4/17/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Heavyweight,MALE,3,0,2,0,2.38,0.7,2.4,8.93,0.78,2,0,2,0,0,0,0,0,2,0,2,,190.5,203.2,255,0,2,0,3.68,0.44,1.8,4.75,0.61,2,0,3,0,0,0,0,0,2,0,2,Southpaw,187.96,190.5,262,30,40,0,0,0,0,0,-1,0,0,0,2.54,12.7,10,-1.3,0.6,4.18,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,,,,450,400,375,325,240,625
Jessica Penne,Loopy Godinez,210,-250,210,40,4/17/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Strawweight,FEMALE,3,0,0,0,2.67,0.54,0,3,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,157.48,154.94,115,3,0,0,2.4,0.33,0.6,1.5,0.23,2,4,21,1,0,1,0,1,2,0,4,Orthodox,165.1,170.18,115,38,27,-3,0,-2,-4,-4,-21,-1,-1,-2,-7.62,-15.24,-11,0.27,-0.6,1.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,,,,325,-120,900,700,1400,475
Bartosz Fabinski,Gerald Meerschaert,-125,105,80,105,4/17/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Middleweight,MALE,3,2,0,0,3.31,0.43,1.8,2.28,0.43,2,6,23,0,0,0,0,1,5,0,6,Southpaw,185.42,195.58,185,2,0,0,2.23,0.68,0,7.1,0.7,3,2,11,0,0,0,3,0,0,0,3,Orthodox,182.88,190.5,170,34,33,0,0,-1,3,4,12,0,1,5,2.54,5.08,-1,1.08,1.8,-4.82,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,,,,,140,500,1200,175,500,900
Austin Hubbard,Dakota Bush,-230,190,43.47826087,190,4/17/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Lightweight,MALE,3,0,0,0,2.73,0.39,0,1,0.16,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,155,1,0,0,3.66,0.5,0,0.81,0.66,1,3,12,0,0,0,1,1,0,0,2,Orthodox,177.8,180.34,155,29,26,-1,0,-1,-2,-3,-12,0,-1,0,0,5.08,-3,-0.93,0,0.19,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,115,475,750,400,550,650
Tony Gravely,Anthony Birchak,-390,320,25.64102564,320,4/17/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,3,1,0,0,3.93,0.36,0.5,0.48,0.14,1,3,7,0,0,1,0,1,0,0,2,Orthodox,172.72,175.26,135,0,1,0,4.01,0.54,0.6,6.11,0.54,1,1,9,0,0,1,0,1,0,0,2,Orthodox,165.1,175.26,135,29,34,1,-1,0,0,2,-2,0,0,0,7.62,0,5,-0.08,-0.1,-5.63,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,200,600,475,900,160,800
Marvin Vettori,Kevin Holland,-290,245,34.48275862,245,04/10/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,5,1,0,0,3.74,0.54,0.6,0.92,0.45,5,3,31,0,0,2,2,3,2,0,9,Orthodox,190.5,205.74,185,0,4,1,4.14,0.44,0.8,2.22,0.53,4,2,25,0,0,0,4,0,2,0,6,Southpaw,182.88,187.96,185,27,28,1,-4,1,3,1,6,0,3,0,7.62,17.78,1,-0.4,-0.2,-1.3,1,1,10,6,,,,,,,6,,,,,,,,,,,,,10,,,,,,,Red,U-DEC,,,,,190,1100,200,1200,375,425
Arnold Allen,Sodiq Yusuff,135,-155,135,64.51612903,04/10/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,3,0,5,0,5.43,0.48,0.5,0,0,5,0,11,0,0,0,3,2,0,0,5,Orthodox,175.26,180.34,145,0,7,0,2.96,0.4,0.4,1.44,0.5,7,0,21,0,0,1,4,0,2,0,7,Southpaw,172.72,177.8,145,27,27,0,-2,-2,-2,0,-10,0,2,-2,2.54,2.54,0,2.47,0.1,-1.44,1,1,11,10,,,,,,,,,,10,,,,,,,,,,,,,11,,,,Red,U-DEC,,,,,225,175,750,1400,650,250
Sam Alvey,Julian Marquez,125,-145,125,68.96551724,04/10/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Middleweight,MALE,3,0,1,0,4.2,0.45,3.2,0,0,2,1,10,0,0,0,0,1,2,0,3,Orthodox,187.96,182.88,185,4,0,1,3.2,0.43,0.1,0.07,0.16,4,9,44,0,0,2,2,5,1,0,10,Southpaw,187.96,190.5,205,34,30,-4,1,-2,-7,-8,-34,0,-4,1,0,-7.62,-4,1,3.1,-0.07,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,,,,,375,275,900,700,600,160
Nina Nunes,Mackenzie Dern,-120,100,83.33333333,100,04/10/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Strawweight,FEMALE,3,0,3,0,3.64,0.38,2.3,0.51,0.1,3,1,12,0,0,1,1,0,3,0,5,Orthodox,162.56,160.02,115,1,0,0,4.64,0.47,0.6,0.28,0.4,4,3,21,0,0,0,3,0,1,0,4,Orthodox,165.1,162.56,115,35,28,-1,3,-1,1,-2,-9,0,0,2,-2.54,-2.54,-7,-1,1.7,0.23,1,1,11,5,,,5,,,,,,,,,,12,,,11,,,,,,,,,,,Red,SUB,,,,,130,325,1000,275,650,1000
Mike Perry,Daniel Rodriguez,100,-120,100,83.33333333,04/10/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Welterweight,MALE,3,1,0,0,7.87,0.48,0.2,1.06,0.55,4,1,12,0,0,0,2,1,1,0,4,Southpaw,185.42,187.96,170,1,0,0,4.32,0.47,0.2,0.81,0.4,2,7,33,0,0,1,2,4,0,0,7,Orthodox,177.8,180.34,170,29,34,0,0,2,-3,-6,-21,0,-3,1,7.62,7.62,5,3.55,0,0.25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,350,190,1000,900,325,300
Jim Miller,Joe Solecki,205,-245,205,40.81632653,04/10/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,3,0,3,0,2.68,0.66,0.8,2.39,0.5,3,0,5,0,0,0,1,0,2,0,3,Orthodox,175.26,177.8,155,1,0,0,2.65,0.4,1.8,1.63,0.43,7,14,80,0,0,2,6,3,10,0,21,Southpaw,172.72,180.34,155,37,27,-1,3,-4,-18,-14,-75,0,-3,-8,2.54,-2.54,-10,0.03,-1,0.76,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,550,140,400,350,900,550
Scott Holtzman,Mateusz Gamrot,185,-225,185,44.44444444,04/10/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,3,1,0,0,4.26,0.48,0,4.91,0.33,0,1,3,0,0,0,0,0,0,0,0,Southpaw,177.8,177.8,155,1,0,0,4.32,0.48,0.2,2.07,0.56,3,4,30,0,0,0,4,2,1,0,7,Orthodox,175.26,175.26,155,37,30,0,0,-3,-7,-3,-27,0,-2,-1,2.54,2.54,-7,-0.06,-0.2,2.84,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,325,105,1000,650,750,450
John Makdessi,Ignacio Bahamondes,170,-200,170,50,04/10/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Lightweight,MALE,3,0,1,0,7.91,0.41,0,0,0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,190.5,190.5,170,1,0,0,5.57,0.51,0,0,0,3,7,42,0,0,1,6,3,0,0,10,Orthodox,172.72,172.72,155,35,23,-1,1,-2,-9,-7,-40,0,-2,0,17.78,17.78,-12,2.34,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,,,,300,180,1400,1000,450,235
Yorgan De Castro,Jarjis Danho,-310,255,68.02721088,255,04/10/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Heavyweight,MALE,3,1,0,1,3.38,0.5,0,0.51,0.16,0,1,6,0,0,0,0,0,0,0,0,Orthodox,190.5,187.96,265,2,0,0,2.46,0.43,0,0,0,2,2,8,0,0,0,0,2,0,0,2,Orthodox,182.88,187.96,250,34,37,-1,0,-2,-2,-1,-2,0,-2,0,7.62,0,3,0.92,0,0.51,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,500,600,1800,1400,-160,400
Hunter Azure,Jack Shore,160,-185,160,54.05405405,04/10/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Bantamweight,MALE,3,0,2,0,3.14,0.57,0.8,5.52,0.46,2,0,5,0,0,0,0,0,2,0,2,Orthodox,172.72,180.34,135,0,1,0,3.92,0.53,1.3,1.97,0.34,2,1,11,0,0,0,3,0,0,0,3,Orthodox,172.72,175.26,145,29,26,0,1,0,-1,-1,-6,0,0,2,0,5.08,-3,-0.78,-0.5,3.55,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,,,,240,200,1000,275,600,700
Luis Saldana,Jordan Griffin,-145,125,68.96551724,125,04/10/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,3,1,0,0,2.52,0.46,1.9,1.45,0.35,1,3,12,0,0,0,0,0,2,0,2,Southpaw,177.8,185.42,145,0,1,0,4.39,0.51,0.6,0,0,1,0,3,0,0,0,0,1,0,0,1,Orthodox,180.34,185.42,145,30,31,1,-1,0,1,3,9,0,-1,2,-2.54,0,1,-1.87,1.3,1.45,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,150,275,1200,400,425,700
Da-Un Jung,William Knight,-147,127,68.02721088,127,04/10/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Light Heavyweight,MALE,3,0,3,0,3.56,0.74,0.3,2.56,0.53,3,0,7,0,0,0,1,2,0,0,3,Orthodox,177.8,185.42,205,0,2,1,3.95,0.45,0.3,2.79,0.61,2,0,7,0,0,0,0,1,1,0,2,Orthodox,193.04,198.12,205,27,33,0,1,1,1,0,0,0,1,-1,-15.24,-12.7,6,-0.39,0,-0.23,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,350,450,900,1400,175,225
Impa Kasanganay,Sasha Palatnikov,-250,210,40,210,04/10/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,3,0,1,0,7.58,0.52,0,0.82,1,1,0,3,0,0,0,0,1,0,0,1,Switch,185.42,182.88,170,1,0,0,5.08,0.49,0.3,1.83,0.58,3,1,11,0,0,0,3,0,0,0,3,Orthodox,180.34,190.5,170,27,32,-1,1,-2,-2,-1,-8,0,1,0,5.08,-7.62,5,2.5,-0.3,-1.01,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,,,,,100,500,900,1400,250,600
Stipe Miocic,Francis Ngannou,117,-137,117,72.99270073,3/27/2021,"Las Vegas, Nevada, USA",USA,Blue,TRUE,Heavyweight,MALE,5,0,4,0,2.54,0.41,0.4,0.2,0.33,6,2,20,1,0,0,0,9,1,0,10,Orthodox,193.04,210.82,250,0,2,0,4.82,0.53,0,1.86,0.34,6,3,44,7,0,0,5,9,0,0,14,Orthodox,193.04,203.2,240,38,34,0,2,0,-4,-1,-24,-6,0,1,0,7.62,-4,-2.28,0.4,-1.66,1,1,1,0,,,,,0,,,,,,,,3,,,,,1,,,,,,,,13,Red,KO/TKO,,,,,375,1200,1400,2500,250,-130
Tyron Woodley,Vicente Luque,170,-200,170,50,3/27/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Welterweight,MALE,3,0,2,0,5.74,0.54,0.9,0.66,0.5,6,3,30,0,0,1,0,8,3,0,12,Orthodox,180.34,190.5,170,3,0,1,2.36,0.48,0.4,1.06,0.4,8,6,68,6,1,3,3,6,4,0,17,Orthodox,175.26,187.96,170,38,29,-3,2,-2,-5,-3,-38,-6,2,-1,5.08,2.54,-9,3.38,0.5,-0.4,1,1,10,7,,,,,,,,7,,,,,,,,,,,,,10,,,,,,Red,SUB,,,,,385,150,1600,600,500,250
Sean O'Malley,Thomas Almeida,-370,310,27.02702703,310,3/27/2021,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,3,3,0,0,4.84,0.43,0,0.17,0.14,4,4,18,0,0,0,1,4,0,0,5,Southpaw,170.18,177.8,145,1,0,0,6.31,0.57,0.8,0.79,0.5,5,1,10,0,0,0,2,3,0,0,5,Switch,180.34,182.88,135,26,29,2,0,-1,0,3,8,0,1,0,-10.16,-5.08,3,-1.47,-0.8,-0.62,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,325,550,750,1600,-150,650
Gillian Robertson,Miranda Maverick,125,-145,125,68.96551724,3/27/2021,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Flyweight,FEMALE,3,0,1,0,6,0.48,0,2.25,0.75,1,0,1,0,0,0,0,1,0,0,1,Southpaw,160.02,165.1,125,1,0,0,2.01,0.49,0.9,2.54,0.47,2,3,18,0,0,0,1,1,4,0,6,Orthodox,165.1,160.02,125,25,23,-1,1,-1,-5,-3,-17,0,0,-4,-5.08,5.08,-2,3.99,-0.9,-0.29,1,1,,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,,,,375,130,350,750,900,500
